meals_served,kitchen_staff,temperature_C,humidity_percent,past_waste_kg,food_waste_kg,Day,Month,Year,DayOfWeek,IsWeekend,WeekOfYear,MonthStart,MonthEnd,special_event_1,waste_category_GRAINS,waste_category_MEAT,waste_category_VEGETABLES,PastWaste_3daysAvg,PastWaste_7daysAvg
-0.34219008700575093,-0.6756022118489332,1.3472432808321182,0.34697946816556663,45.44545503818065,39.90111001846277,1,1,2022,5,1,52,1,0,False,False,True,False,-2.603947610958985,-3.693847790052053
-0.34219008700575093,-0.6756022118489332,1.394744243295043,0.34697946816556663,45.44545503818065,39.90111001846277,1,1,2022,5,1,52,1,0,False,False,True,False,-2.603947610958985,-3.693847790052053
0.14164281565625872,0.9615755780014994,-1.6925554840175507,-0.2715296701997027,29.89003869762672,53.20337458100168,2,1,2022,6,1,52,0,0,False,True,False,False,-2.603947610958985,-3.693847790052053
0.14164281565625872,0.9615755780014994,-1.6875319647772378,-0.2715296701997027,29.89003869762672,53.20337458100168,2,1,2022,6,1,52,0,0,False,True,False,False,-0.01868761783938904,-3.693847790052053
-0.011767616895110205,0.49381049518709,1.1419287620807352,0.22024776958191805,41.551615444565385,61.37539154422557,3,1,2022,0,0,1,0,0,False,False,False,True,0.23987152390357977,-3.693847790052053
-0.011767616895110205,0.49381049518709,1.1781908396625913,0.22024776958191805,41.551615444565385,61.37539154422557,3,1,2022,0,0,1,0,0,False,False,False,True,0.6572720179882019,-3.693847790052053
-0.33432288533645,-0.20783712903452392,-0.9080657732172852,0.7782057427036353,22.28191872759952,32.44114132276269,4,1,2022,1,0,1,0,0,False,False,True,False,0.8161133703298561,-3.693847790052053
-0.33432288533645,-0.20783712903452392,-0.9114807845729338,0.7782057427036353,22.28191872759952,32.44114132276269,4,1,2022,1,0,1,0,0,False,False,True,False,0.41255312036795205,0.36328085636836444
-0.40316089994283344,0.25992795377988537,1.4116240694003879,1.0145694486898253,34.98205376655673,33.040577710116835,5,1,2022,2,0,1,0,0,False,False,False,False,-0.14984848193560654,0.2746283271477293
-0.40316089994283344,0.25992795377988537,1.4501351044690127,1.0145694486898253,34.98205376655673,33.040577710116835,5,1,2022,2,0,1,0,0,False,False,False,False,-0.7005987028435287,0.19309936023861526
-0.1730452511157801,-1.611132377477752,-1.7015092877119857,1.1448183474721998,49.4975989125124,53.115492559605926,6,1,2022,3,0,1,0,0,False,False,True,False,-0.688947321447893,-0.046510618258501675
-0.1730452511157801,-1.611132377477752,-1.7240593372921227,1.1448183474721998,49.4975989125124,53.115492559605926,6,1,2022,3,0,1,0,0,False,False,True,False,-0.28709525432357225,-0.04755498771735029
-0.5034677212264208,-0.20783712903452392,0.22464385244948135,-0.9013444752480028,15.157747572760734,29.371950829934622,7,1,2022,4,0,1,0,0,False,False,True,False,0.1031054314051119,-0.14571370204487383
-0.5034677212264208,-0.20783712903452392,0.225984205396767,-0.9013444752480028,15.157747572760734,29.371950829934622,7,1,2022,4,0,1,0,0,False,False,True,False,0.03179749634972591,-0.5260351321763317
-0.34219008700575093,-0.4417196704417286,0.8966409777365967,-1.6745479253458757,22.545488583098628,35.97056329649056,8,1,2022,5,1,1,0,0,False,False,True,False,-0.4297111244343455,-0.5625086766304753
-0.34219008700575093,-0.4417196704417286,0.9220761288406235,-1.6745479253458757,22.545488583098628,35.97056329649056,8,1,2022,5,1,1,0,0,False,False,True,False,-0.7629610139305226,-0.5205658485274287
-0.12190844026532378,1.4293406608159087,-1.0573170995962533,-1.4135462375346093,11.210696915902329,29.955870306642534,10,1,2022,0,0,2,0,0,False,False,True,False,-0.6347022826426288,-0.4857465827359032
-0.12190844026532378,1.4293406608159087,-1.0347304716329777,-1.4135462375346093,11.210696915902329,29.955870306642534,10,1,2022,0,0,2,0,0,False,False,True,False,-0.6233525069683593,-0.5224045265395071
0.10624040814440434,0.9615755780014994,-1.413361510841973,-0.6898986503672363,8.646737470927555,34.957215203516746,11,1,2022,1,0,2,0,0,False,False,True,False,-0.7402614625819837,-0.7976280793813794
0.10624040814440434,0.9615755780014994,-1.4657501794695436,-0.6898986503672363,8.646737470927555,34.957215203516746,11,1,2022,1,0,2,0,0,False,False,True,False,-0.7599581399390138,-1.013416815175268
-0.3716920932656296,0.25992795377988537,-0.5718336617308538,-1.7692591190632627,42.337528984473096,48.10629775919871,12,1,2022,2,0,2,0,0,False,False,True,False,-0.6627458616824194,-0.9470428351652224
-0.3716920932656296,0.25992795377988537,-0.629528060906117,-1.7692591190632627,42.337528984473096,48.10629775919871,12,1,2022,2,0,2,0,0,False,False,True,False,-0.3099518751895498,-0.7244082228332124
0.18884602567206454,-1.611132377477752,0.2387027821358174,0.5825289102080449,48.95574677724138,74.21989443342866,13,1,2022,3,0,2,0,0,True,False,True,False,-0.05437016695327486,-0.5801899830583945
0.18884602567206454,-1.611132377477752,0.1757097092594591,0.5825289102080449,48.95574677724138,74.21989443342866,13,1,2022,3,0,2,0,0,True,False,True,False,0.7087874590650951,-0.1256438469275968
8.288130144217412,-0.9094847532561379,-0.4190053659997162,0.49097976696982437,8.944242628759397,170.34777416172813,15,1,2022,5,1,2,0,0,False,False,True,False,1.2163633768471898,0.40037949879833035
8.288130144217412,-0.9094847532561379,-0.39729580798735054,0.49097976696982437,8.944242628759397,170.34777416172813,15,1,2022,5,1,2,0,0,False,False,True,False,3.5923987560442145,2.068764161863684
-0.24581686655681406,0.25992795377988537,-1.6738943478658295,1.658318185549664,7.961529231075941,24.31635115807747,16,1,2022,6,1,2,0,0,False,True,False,False,5.460858217459144,3.6777140078810557
-0.24581686655681406,0.25992795377988537,-1.6608552698857777,1.658318185549664,7.961529231075941,24.31635115807747,16,1,2022,6,1,2,0,0,False,True,False,False,4.490871696852374,3.551260459722754
7.285061931381539,-1.1433672946633426,-0.7214691292479694,-0.6015642087961499,19.40122924530764,172.1555822855819,19,1,2022,2,0,3,0,0,False,False,False,True,1.652425714830672,3.2685462792424924
7.285061931381539,-1.1433672946633426,-0.6786338760527555,-0.6015642087961499,19.40122924530764,172.1555822855819,19,1,2022,2,0,3,0,0,False,False,False,True,1.6875644924983437,4.742719063320391
-0.037336022320338356,0.25992795377988537,-1.6385560336172917,1.2233990132780532,26.44075720577298,45.21106349139713,20,1,2022,3,0,3,0,0,False,False,False,True,4.5611492521877155,5.906563951042307
-0.037336022320338356,0.25992795377988537,-1.6414073117235484,1.2233990132780532,26.44075720577298,45.21106349139713,20,1,2022,3,0,3,0,0,False,False,False,True,4.967284528062743,5.561829765464924
0.1318088135696325,1.195458119408704,-0.1732667027194898,-1.0347282491776553,19.32368426115563,39.7642639312095,21,1,2022,4,0,3,0,0,False,False,False,False,2.499835044248398,4.074734262548114
0.1318088135696325,1.195458119408704,-0.20441012691893473,-1.0347282491776553,19.32368426115563,39.7642639312095,21,1,2022,4,0,3,0,0,False,False,False,False,-0.07348512142669686,2.5229102631904543
0.03346879270337037,-1.3772498360705472,1.1934191638458045,-0.532182704533661,27.0066098888429,40.94928373978302,22,1,2022,5,1,3,0,0,False,False,False,True,-0.17935580328744735,2.7064896580084645
0.03346879270337037,-1.3772498360705472,1.2119865363984272,-0.532182704533661,27.0066098888429,40.94928373978302,22,1,2022,5,1,3,0,0,False,False,False,True,-0.26219298561037846,2.9041515520288033
0.2144144310972927,1.6632232022231133,-0.34362420109354574,-1.5448251323808093,43.68003786130716,59.27451313166337,23,1,2022,6,1,3,0,0,False,False,True,False,-0.23915948607255946,1.344926481490983
0.2144144310972927,1.6632232022231133,-0.4079671678902406,-1.5448251323808093,43.68003786130716,59.27451313166337,23,1,2022,6,1,3,0,0,False,False,True,False,0.14006566500938233,0.003474165827445068
-0.16714484986380437,-0.9094847532561379,-1.0820809202174684,0.8652414364876277,31.653561697794306,53.90655832518387,24,1,2022,0,0,4,0,0,True,True,False,False,0.4962573165535052,0.1706009234632073
-0.16714484986380437,-0.9094847532561379,-1.025917863750254,0.8652414364876277,31.653561697794306,53.90655832518387,24,1,2022,0,0,4,0,0,True,True,False,False,0.7481108096469989,0.27393615733416155
-0.22811566280088688,-0.4417196704417286,1.0337929793560097,0.8516877520766103,21.410180430545147,29.89984605409981,26,1,2022,2,0,4,0,0,False,False,False,True,0.6437726511963694,0.4419998876459673
-0.22811566280088688,-0.4417196704417286,1.096012832707078,0.8516877520766103,21.410180430545147,29.89984605409981,26,1,2022,2,0,4,0,0,False,False,False,True,0.072810566293238,0.32477344477911035
0.07280480104987522,-1.3772498360705472,-1.1020268674773568,1.352537281773416,38.23276453297334,51.13027259648881,27,1,2022,3,0,4,0,0,False,False,False,False,-0.3938133601592631,0.19346450270992388
0.07280480104987522,-1.3772498360705472,-1.0920421583733704,1.352537281773416,38.23276453297334,51.13027259648881,27,1,2022,3,0,4,0,0,False,False,False,False,-0.4477766573008769,0.3144530013123799
-0.5015009208090956,1.6632232022231133,0.9444423887032136,-0.9749379161686154,34.99776881957175,34.040727008441245,28,1,2022,4,0,4,0,0,False,False,False,False,-0.03511602798998918,0.2176687450405517
-0.5015009208090956,1.6632232022231133,0.9714502681020964,-0.9749379161686154,34.99776881957175,34.040727008441245,28,1,2022,4,0,4,0,0,False,False,False,False,0.045371216913368484,-0.08220368779226246
-0.04717002440696457,0.026045412372680727,1.5835430024983037,1.0187333301741828,10.38028989884254,42.43779828553889,29,1,2022,5,1,4,0,0,False,True,False,False,-0.286802167494162,-0.3182845968602692
